household_key,financial_health_score,predicted_risk_level,top_shap_driver,recommendation_category,personalized_recommendation
132068_9_1,82.0,Medium Risk,food_expenditure,Increase Income / Employment Support,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by food expenditure. Recommended focus: **Increase Income / Employment Support** — explore additional income sources or employment/livelihood-support programs, especially for non-working household members. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132069_10_1,77.9,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 78/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132069_5_1,81.4,Medium Risk,cc_debt_to_income_ratio,Build Emergency Savings,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by cc debt to income ratio. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132070_4_1,92.5,Low Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132070_9_1,90.8,Low Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 91/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132071_4_1,73.8,Medium Risk,expense_to_income_ratio,Expense Optimization,"This household is assessed as **Medium Risk** (Financial Health Score: 74/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Expense Optimization** — review non-food/discretionary spending categories for the biggest cuts, and compare essential-good suppliers for lower prices. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132071_9_1,92.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132072_3_1,3.7,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 4/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132072_7_1,61.8,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 62/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132073_3_1,82.8,Medium Risk,employment_capacity,Build Emergency Savings,"This household is assessed as **Medium Risk** (Financial Health Score: 83/100), driven mainly by few working members supporting the household. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132073_7_1,47.2,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 47/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
